SMILES,"T,K",Solubility,Solvent,SMILES_Solvent,Source
N[C@@H](Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)O,303.15,3.573e-05,isopropanol,CC(C)O,10.1021/je100352r
Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,303.15,0.0001035,isopropanol,CC(C)O,10.1021/je900742p
OC[C@H]1O[C@H](O[C@]2(CCl)O[C@H](CCl)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1Cl,303.15,0.006236,isopropanol,CC(C)O,10.1021/je9008427
C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,303.15,0.1056,isopropanol,CC(C)O,10.1021/je900401z
CC(C)(C)c1cc(CCC(=O)OCC(COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)(COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,303.15,0.0004061,isopropanol,CC(C)O,10.1021/je900435t
Nc1ccc(S(N)(=O)=O)cc1,303.15,0.002124,isopropanol,CC(C)O,10.1021/je900038m
O=C(Oc1ccccc1)c1ccccc1O,303.15,0.2751,isopropanol,CC(C)O,10.1021/je800668j
CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,303.15,0.00203793,isopropanol,CC(C)O,10.1021/je800790g
c1ccc2oc(CSCc3nc4ccccc4o3)nc2c1,303.15,0.01403,isopropanol,CC(C)O,10.1021/je8005419
C1CN2CCN1CC2,303.15,0.363,isopropanol,CC(C)O,10.1021/je8005375
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1.[K+],303.15,0.002792,isopropanol,CC(C)O,10.1021/je7007236
C1CN2CCN1CC2,303.15,0.00747,isopropanol,CC(C)O,10.1021/je700186v
O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,303.15,0.05305,isopropanol,CC(C)O,10.1021/acs.jced.1c00396
OCC(CO)(CO)CO,303.15,0.001246,isopropanol,CC(C)O,10.1021/acs.jced.1c00080
O=C1C=CC(=O)N1c1ccccc1Br,303.15,0.0221,isopropanol,CC(C)O,10.1021/acs.jced.1c00151
COC(=O)c1c(Cl)nn(C)c1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,303.15,4.926e-06,isopropanol,CC(C)O,10.1021/acs.jced.0c00633
O=C1NC(=O)c2cc([N+](=O)[O-])ccc21,303.15,0.002141,isopropanol,CC(C)O,10.1021/acs.jced.0c00479
Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,303.15,5.396e-05,isopropanol,CC(C)O,10.1021/acs.jced.0c00394
O=C(NCCO[N+](=O)[O-])c1cccnc1,303.15,0.001588,isopropanol,CC(C)O,10.1021/acs.jced.0c00370
CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,303.15,0.0001757,isopropanol,CC(C)O,10.1021/acs.jced.0c00371
CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1,303.15,0.000601,isopropanol,CC(C)O,10.1021/acs.jced.0c00267
Nc1c(Cl)cc([N+](=O)[O-])cc1Cl,303.15,0.001952,isopropanol,CC(C)O,10.1021/acs.jced.0c00199
COc1cc([N+](=O)[O-])ccc1N,303.15,0.00492,isopropanol,CC(C)O,10.1021/acs.jced.0c00041
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,303.15,0.009095,isopropanol,CC(C)O,10.1021/acs.jced.9b01139
Cc1cc(=O)oc2cc(N)ccc12,303.15,0.001878,isopropanol,CC(C)O,10.1021/acs.jced.9b00873
CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,303.15,0.000142,isopropanol,CC(C)O,10.1021/acs.jced.9b00728
COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,303.15,0.000498,isopropanol,CC(C)O,10.1021/acs.jced.9b00930
Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,303.15,9.5e-05,isopropanol,CC(C)O,10.1021/acs.jced.9b00331
N#CC(c1ccc(Cl)cc1)c1c(Cl)cc(-n2ncc(=O)[nH]c2=O)cc1Cl,303.15,0.002039,isopropanol,CC(C)O,10.1021/acs.jced.9b00353
O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,303.15,2.743e-05,isopropanol,CC(C)O,10.1021/acs.jced.9b00216
c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,303.15,0.005541,isopropanol,CC(C)O,10.1021/acs.jced.9b00097
COc1cc2c(cc1OC)-c1cc3ccc(OC)c(OC)c3c[n+]1CC2.[Cl-],303.15,0.000479,isopropanol,CC(C)O,10.1021/acs.jced.8b01055
N#CCc1ccc([N+](=O)[O-])cc1,303.15,0.003321,isopropanol,CC(C)O,10.1021/acs.jced.9b00005
O=Cc1ccc(C(=O)O)cc1,303.15,0.01026,isopropanol,CC(C)O,10.1021/acs.jced.8b01262
O=C(O)[C@H]1O[C@@H](Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,303.15,0.002457,isopropanol,CC(C)O,10.1021/acs.jced.8b01186
C[C@@H]1CC[C@H]2[C@@H](C)[C@H](OC(=O)CCC(=O)O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,303.15,0.006092,isopropanol,CC(C)O,10.1021/acs.jced.8b00988
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,303.15,0.0122,isopropanol,CC(C)O,10.1021/acs.jced.8b00863
COc1cc(N)nc(OC)n1,303.15,0.01754,isopropanol,CC(C)O,10.1021/acs.jced.8b00719
N#Cc1ccc([N+](=O)[O-])cc1,303.15,0.004597,isopropanol,CC(C)O,10.1021/acs.jced.8b00555
C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)C=O,303.15,0.00043,isopropanol,CC(C)O,10.1021/acs.jced.8b00361
Cc1ncc(COP(=O)(O)O)c(C=O)c1O.O,303.15,4.59e-06,isopropanol,CC(C)O,10.1021/acs.jced.8b00309
N#Cc1cccc([N+](=O)[O-])c1,303.15,0.005649,isopropanol,CC(C)O,10.1021/acs.jced.8b00230
COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1O,303.15,1.87e-05,isopropanol,CC(C)O,10.1021/acs.jced.7b00948
CCOc1cc(C=O)ccc1O,303.15,0.166,isopropanol,CC(C)O,10.1021/acs.jced.6b00972
COC(=O)[C@H](N)c1ccc(O)cc1,303.15,0.0016273,isopropanol,CC(C)O,10.1021/acs.jced.6b00415
O=C(O)CC(O)(CC(=O)O)C(=O)O,303.15,0.1676,isopropanol,CC(C)O,10.1021/je400838e
Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,303.15,0.002581,isopropanol,CC(C)O,10.1016/j.jct.2021.106612
S=C(Nc1ccccc1)Nc1ccccc1,303.15,0.002131,isopropanol,CC(C)O,10.1016/j.jct.2021.106605
c1ccc2[nH]c(-c3cscn3)nc2c1,303.15,0.001213,isopropanol,CC(C)O,10.1016/j.jct.2021.106616
O=C(O)COc1ccc(Cl)cc1Cl,303.15,0.1125,isopropanol,CC(C)O,10.1016/j.jct.2021.106589
CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1,303.15,0.0006043,isopropanol,CC(C)O,10.1016/j.jct.2021.106517
Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O.O=C(O)c1ccccc1,303.15,0.000127,isopropanol,CC(C)O,10.1016/j.jct.2021.106474
CC(=O)Nc1ccc(C(=O)O)cc1,303.15,0.009004,isopropanol,CC(C)O,10.1016/j.jct.2021.106478
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,303.15,0.005443,isopropanol,CC(C)O,10.1016/j.jct.2021.106451
CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O.Cl,303.15,0.000159,isopropanol,CC(C)O,10.1016/j.jct.2021.106399
CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12.O=P(O)(O)O.O=P(O)(O)O,303.15,5.53e-06,isopropanol,CC(C)O,10.1016/j.jct.2020.106368
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,303.15,0.02042,isopropanol,CC(C)O,10.1016/j.jct.2020.106259
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,303.15,0.000668,isopropanol,CC(C)O,10.1016/j.jct.2020.106273
N#Cc1ccc2c(c1)OCO2,303.15,0.0168,isopropanol,CC(C)O,10.1016/j.jct.2020.106191
Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,303.15,0.00318,isopropanol,CC(C)O,10.1016/j.jct.2020.106126
O=c1[nH]c(=O)n(C2CCCO2)cc1F,303.15,0.003579,isopropanol,CC(C)O,10.1016/j.jct.2020.106090
CNC[C@H](O)c1cccc(O)c1.Cl,303.15,0.006196,isopropanol,CC(C)O,10.1016/j.jct.2019.105959
COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,303.15,4.616e-05,isopropanol,CC(C)O,10.1016/j.jct.2019.07.018
Cl.c1ccc([C@H]2CN3CCSC3=N2)cc1,303.15,0.002248,isopropanol,CC(C)O,10.1016/j.jct.2019.105882
Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-],303.15,0.004372,isopropanol,CC(C)O,10.1016/j.jct.2019.03.029
Cc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-],303.15,0.002481,isopropanol,CC(C)O,10.1016/j.jct.2019.01.013
N[C@H](Cc1c[nH]c2ccccc12)C(=O)O,303.15,2.638e-05,isopropanol,CC(C)O,10.1016/j.jct.2018.08.018
O=C(Nc1ccccc1-c1ccc(Cl)cc1)c1cccnc1Cl,303.15,0.00162,isopropanol,CC(C)O,10.1016/j.jct.2017.04.017
c1ccc(-c2nnn[nH]2)cc1,303.15,0.02077,isopropanol,CC(C)O,10.1016/j.jct.2017.04.019
S=c1[nH]c2ccccc2s1,303.15,0.02609,isopropanol,CC(C)O,10.1016/j.jct.2017.05.013
Cc1cc(C)[nH]n1,303.15,0.1712,isopropanol,CC(C)O,10.1016/j.jct.2017.02.011
Cc1ccc(N)c([N+](=O)[O-])c1,303.15,0.02476,isopropanol,CC(C)O,10.1016/j.jct.2017.02.008
Nc1ccc(N)c([N+](=O)[O-])c1,303.15,0.004748,isopropanol,CC(C)O,10.1016/j.jct.2017.01.006
CC(C)c1ncc[nH]1,303.15,0.11,isopropanol,CC(C)O,10.1016/j.jct.2016.12.028
COc1cc(CO)ccc1O,303.15,0.0418,isopropanol,CC(C)O,10.1016/j.jct.2016.11.030
Clc1ccc2c(c1)Nc1ccccc1S2,303.15,0.005358,isopropanol,CC(C)O,10.1016/j.jct.2016.11.029
Nc1ccc([N+](=O)[O-])cc1N,303.15,0.001271,isopropanol,CC(C)O,10.1016/j.jct.2016.11.014
Nc1cc(Cl)ccc1C(=O)O,303.15,0.02107,isopropanol,CC(C)O,10.1016/j.jct.2016.11.019
CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,303.15,0.03279,isopropanol,CC(C)O,10.1016/j.jct.2016.11.032
Cc1cc([N+](=O)[O-])ccc1N,303.15,0.01295,isopropanol,CC(C)O,10.1016/j.jct.2016.10.037
O=Cc1cccc([N+](=O)[O-])c1,303.15,0.03495,isopropanol,CC(C)O,10.1016/j.jct.2016.10.040
Cn1cnc([N+](=O)[O-])c1Cl,303.15,0.002777,isopropanol,CC(C)O,10.1016/j.jct.2016.10.006
CC(C)C(=O)OCC(=O)[C@@]12O[C@H](C3CCCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,303.15,0.0359,isopropanol,CC(C)O,10.1016/j.jct.2016.10.014
COc1cc(Cl)nc(N)n1,303.15,0.004603,isopropanol,CC(C)O,10.1016/j.jct.2016.10.020
NC(=O)N1c2ccccc2CC(=O)c2ccccc21,303.15,0.000299,isopropanol,CC(C)O,10.1016/j.jct.2016.09.011
O=Cc1ccc([N+](=O)[O-])cc1,303.15,0.008435,isopropanol,CC(C)O,10.1016/j.jct.2016.09.012
Nc1nnc[nH]1,303.15,0.01914,isopropanol,CC(C)O,10.1016/j.jct.2016.09.033
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,303.15,0.000207,isopropanol,CC(C)O,10.1016/j.jct.2016.09.015
O=Cc1ccc(C=O)cc1,303.15,0.01373,isopropanol,CC(C)O,10.1016/j.jct.2016.07.013
C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,303.15,0.00165,isopropanol,CC(C)O,10.1016/j.jct.2016.08.034
CC1=NN(c2ccc(C)cc2)C(=O)C1,303.15,0.02814,isopropanol,CC(C)O,10.1016/j.jct.2016.08.007
O=[N+]([O-])c1ccc(O)c2ncccc12,303.15,0.001287,isopropanol,CC(C)O,10.1016/j.jct.2016.04.018
Cc1ccc(C(C)C)c(O)c1,303.15,0.6837,isopropanol,CC(C)O,10.1016/j.jct.2015.09.010
O=C1NC(=O)c2ccccc21,303.15,0.003648,isopropanol,CC(C)O,10.1016/j.jct.2015.10.024
COC(=O)N(OC)c1ccccc1COc1ccn(-c2ccc(Cl)cc2)n1,303.15,0.01019,isopropanol,CC(C)O,10.1016/j.jct.2016.05.005
Cc1cccc([N+](=O)[O-])c1N,303.15,0.02487,isopropanol,CC(C)O,10.1016/j.jct.2016.05.027
COc1c(O)cc2c(c1O)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1OC2=O,303.15,0.00139,isopropanol,CC(C)O,10.1016/j.jct.2016.05.003
O=S(=O)(c1ccc(O)cc1)c1ccccc1O,303.15,0.09634,isopropanol,CC(C)O,10.1016/j.jct.2016.07.001
Cc1cc(C(=O)O)ccc1[N+](=O)[O-],303.15,0.0136,isopropanol,CC(C)O,10.1016/j.jct.2016.07.023
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CCC(=O)[C@@]4(C)CC[C@@H]32)C1,303.15,0.007737,isopropanol,CC(C)O,10.1016/j.jct.2016.01.023
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,303.15,0.00865,isopropanol,CC(C)O,10.1016/j.jct.2016.03.039
C/C=C/C=C/C(=O)O,303.15,0.06836,isopropanol,CC(C)O,10.1016/j.jct.2015.02.004
O=[N+]([O-])c1cccc2cccc([N+](=O)[O-])c12,303.15,0.0004818,isopropanol,CC(C)O,10.1016/j.jct.2015.07.010
CC(C)(C)[C@H](O)[C@H](Cc1ccc(Cl)cc1)n1cncn1,303.15,0.01606,isopropanol,CC(C)O,10.1016/j.jct.2016.09.038
CCOC(=O)Cc1c(C(=O)OCC)sc(N)c1C#N,303.15,0.01074,isopropanol,CC(C)O,10.1016/j.jct.2015.11.025
O=C1c2cccc(Cl)c2C(=O)N1c1ccccc1,303.15,0.0001778,isopropanol,CC(C)O,10.1016/j.jct.2016.01.003
C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4CC=C5C[C@@H](O)CC[C@]5(C)[C@H]4CC[C@@]32C)O[C@]12CC[C@@H](C)CO2,303.15,0.001226,isopropanol,CC(C)O,10.1016/j.jct.2011.11.009
Clc1ncnc2[nH]ccc12,303.15,0.01984,isopropanol,CC(C)O,10.1016/j.jct.2021.106493
Nc1nc(N)nc(NC2CC2)n1,303.15,0.0009152,isopropanol,CC(C)O,10.1016/j.fluid.2018.07.024
Cn1cc([N+](=O)[O-])cn1,303.15,0.004548,isopropanol,CC(C)O,10.1016/j.fluid.2018.05.023
CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2=O,303.15,0.00432,isopropanol,CC(C)O,10.1016/j.fluid.2018.05.005
Cc1cc(C)c(C(=O)P(=O)(c2ccccc2)c2ccccc2)c(C)c1,303.15,0.2103,isopropanol,CC(C)O,10.1016/j.fluid.2018.01.015
Cn1nc([N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-],303.15,0.008157,isopropanol,CC(C)O,10.1016/j.fluid.2017.04.008
CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,303.15,0.001498,isopropanol,CC(C)O,10.1016/j.fluid.2016.10.021
Cc1cc(C)cc(OCC2CNC(=O)O2)c1,303.15,0.0075254,isopropanol,CC(C)O,10.1016/j.fluid.2015.09.013
CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.Cc1c(Nc2ncccc2C(=O)O)cccc1C(F)(F)F,303.15,0.001622,isopropanol,CC(C)O,10.1016/j.fluid.2015.06.026
O=c1ccc2ccccc2o1,303.15,0.06035,isopropanol,CC(C)O,10.1016/j.fluid.2015.03.022
Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,303.15,1.0824e-05,isopropanol,CC(C)O,10.1016/j.fluid.2014.12.020
O=C(O)CN(CC(=O)O)CP(=O)(O)O,303.15,8.19e-05,isopropanol,CC(C)O,10.1016/j.fluid.2014.08.036
CCn1c2ccccc2c2ccccc21,303.15,0.0183,isopropanol,CC(C)O,10.1016/j.fluid.2014.06.030
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,303.15,0.00136,isopropanol,CC(C)O,10.1016/j.fluid.2014.04.028
O=C1C=CC(=O)O1,303.15,0.03205,isopropanol,CC(C)O,10.1016/j.fluid.2014.01.008
CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)C(=O)C1=O,303.15,0.0001088,isopropanol,CC(C)O,10.1016/j.fluid.2013.11.005
C/C=C/C(=O)O,303.15,0.439,isopropanol,CC(C)O,10.1016/j.fluid.2013.06.038
O=Cc1cc(Br)c(O)c(Br)c1,303.15,0.01605,n-octanol,CCCCCCCCO,10.1021/acs.jced.0c00376
CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,303.15,0.004058,n-octanol,CCCCCCCCO,10.1021/acs.jced.0c00127
Nc1ccc(S(N)(=O)=O)cc1,303.15,0.000605,n-octanol,CCCCCCCCO,10.1021/acs.jced.9b00411
Nc1cccc(Cl)c1C(=O)O,303.15,0.03015,n-octanol,CCCCCCCCO,10.1021/acs.jced.0c00320
Oc1ccc(OCc2ccccc2)cc1,303.15,0.02243,n-octanol,CCCCCCCCO,10.1021/acs.jced.9b00817
CN(C)Cc1c[nH]c2ccccc12,303.15,0.02835,n-octanol,CCCCCCCCO,10.1021/acs.jced.9b00911
O=Cc1ccc(O)c(Br)c1,303.15,0.02668,n-octanol,CCCCCCCCO,10.1021/acs.jced.9b01004
CCCc1ncc(C[n+]2ccccc2C)c(N)n1.Cl.[Cl-],303.15,1.86e-05,n-octanol,CCCCCCCCO,10.1021/acs.jced.9b00999
CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4C[C@H]3C[C@@H]12,303.15,5.706e-05,n-octanol,CCCCCCCCO,10.1021/acs.jced.9b00693
O=P(O)(O)c1ccccc1,303.15,0.16079,n-octanol,CCCCCCCCO,10.1021/acs.jced.9b00362
N[C@H](Cc1c[nH]c2ccccc12)C(=O)O,303.15,2.798e-05,n-octanol,CCCCCCCCO,10.1021/acs.jced.9b00258
CC(C)N1C(=O)N(c2ccccc2)CSC1=NC(C)(C)C,303.15,0.04038,n-octanol,CCCCCCCCO,10.1021/acs.jced.8b01099
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)O,303.15,0.003098,n-octanol,CCCCCCCCO,10.1021/acs.jced.8b00333
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O.O=C(O)/C=C\C(=O)O,303.15,0.001311,n-octanol,CCCCCCCCO,10.1021/acs.jced.8b00333
CC(C)(C)c1ccc(C(=O)O)cc1,303.15,0.1256,n-octanol,CCCCCCCCO,10.1021/acs.jced.6b00965
O=C(c1ccccc1)c1ccccc1,303.15,0.3838,n-octanol,CCCCCCCCO,10.1021/acs.jced.8b00196
Cc1ccc(N=C2SCC3CCCN2C3)cc1,303.15,0.171,n-octanol,CCCCCCCCO,10.1021/acs.jced.7b00641
CCc1ccc(N=C2SCC3CCCN2C3)cc1,303.15,0.0163,n-octanol,CCCCCCCCO,10.1021/acs.jced.7b00641
CC(C)c1ccc(N=C2SCC3CCCN2C3)cc1,303.15,0.164,n-octanol,CCCCCCCCO,10.1021/acs.jced.7b00641
Fc1ccc(N=C2SCC3CCCN2C3)cc1,303.15,0.0354,n-octanol,CCCCCCCCO,10.1021/acs.jced.7b00641
FC(F)(F)c1ccc(N=C2SCC3CCCN2C3)cc1,303.15,0.0146,n-octanol,CCCCCCCCO,10.1021/acs.jced.7b00641
N#Cc1ccc(N=C2SCC3CCCN2C3)cc1,303.15,0.0131,n-octanol,CCCCCCCCO,10.1021/acs.jced.7b00641
CC(=O)c1ccc(N=C2SCC3CCCN2C3)cc1,303.15,0.0118,n-octanol,CCCCCCCCO,10.1021/acs.jced.7b00641
Cc1ccc(N=C2SCC3CCCN2C3)cc1Cl,303.15,0.00454,n-octanol,CCCCCCCCO,10.1021/acs.jced.7b00641
Br.c1ccc(NC2=NCCC3(CCCCC3)[Se]2)cc1,303.15,0.0278,n-octanol,CCCCCCCCO,10.1021/je500363r
Br.CC(C)c1ccc(NC2=NCCC3(CCCCC3)[Se]2)cc1,303.15,0.0647,n-octanol,CCCCCCCCO,10.1021/je500363r
Br.Fc1ccc(NC2=NCCC3(CCCCC3)[Se]2)cc1,303.15,0.0042,n-octanol,CCCCCCCCO,10.1021/je500363r
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,303.15,7.78e-05,n-octanol,CCCCCCCCO,10.1021/je100116u
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,303.15,8.542e-05,n-octanol,CCCCCCCCO,10.1021/je100116u
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,303.15,3.554e-06,n-octanol,CCCCCCCCO,10.1021/je100116u
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,303.15,6.354e-07,n-octanol,CCCCCCCCO,10.1021/je100116u
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,303.15,1.666e-06,n-octanol,CCCCCCCCO,10.1021/je100116u
CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,303.15,1.569e-06,n-octanol,CCCCCCCCO,10.1021/je100116u
Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,303.15,0.000296,n-octanol,CCCCCCCCO,10.1021/je800867a
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,303.15,0.0001796,n-octanol,CCCCCCCCO,10.1021/je800867a
COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,303.15,9.418e-05,n-octanol,CCCCCCCCO,10.1021/je800867a
COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1,303.15,8.677e-05,n-octanol,CCCCCCCCO,10.1021/je800867a
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,303.15,0.001129,n-octanol,CCCCCCCCO,10.1021/je800867a
Nc1ccc(S(=O)(=O)Nc2cnc3ccccc3n2)cc1,303.15,0.0001068,n-octanol,CCCCCCCCO,10.1021/je800867a
O=C(O)c1ccccc1[N+](=O)[O-],303.15,0.0928,n-octanol,CCCCCCCCO,10.1021/je700677d
CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,303.15,0.001716,n-octanol,CCCCCCCCO,10.1016/j.jct.2020.106323
NS(=O)(=O)Cc1noc2ccccc12,303.15,0.02176,cyclohexanone,O=C1CCCCC1,10.1021/acs.jced.0c00249
CCCSc1nc(N[C@@H]2C[C@H]2c2ccc(F)c(F)c2)c2nnn([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)c2n1,303.15,0.06606,cyclohexanone,O=C1CCCCC1,10.1021/acs.jced.0c00127
COc1cc2nc(Cl)nc(N)c2cc1OC,303.15,0.002799,cyclohexanone,O=C1CCCCC1,10.1021/acs.jced.0c00506
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,303.15,0.1945,cyclohexanone,O=C1CCCCC1,10.1021/acs.jced.0c00166
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1.Cl,303.15,0.008349,cyclohexanone,O=C1CCCCC1,10.1021/acs.jced.0c00513
O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,303.15,0.0103,cyclohexanone,O=C1CCCCC1,10.1021/acs.jced.9b01192
CCCc1ncc(C[n+]2ccccc2C)c(N)n1.Cl.[Cl-],303.15,0.0003271,cyclohexanone,O=C1CCCCC1,10.1021/acs.jced.9b00999
OCc1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,303.15,0.00344,cyclohexanone,O=C1CCCCC1,10.1021/acs.jced.9b00286
O=Cc1cc([N+](=O)[O-])ccc1O,303.15,0.01943,cyclohexanone,O=C1CCCCC1,10.1021/acs.jced.9b00232
O=[N+]([O-])N1C2C3N([N+](=O)[O-])C1C1N([N+](=O)[O-])C(C(N1[N+](=O)[O-])N3[N+](=O)[O-])N2[N+](=O)[O-],303.15,0.16031,cyclohexanone,O=C1CCCCC1,10.1021/acs.jced.6b00664
O=C1NC(=O)c2cc([N+](=O)[O-])ccc21,303.15,0.05062,cyclohexanone,O=C1CCCCC1,10.1021/acs.jced.6b00230
O=[N+]([O-])c1cccc(S(=O)(=O)[O-])c1.[Na+],303.15,2.488e-05,cyclohexanone,O=C1CCCCC1,10.1021/acs.jced.5b00783
O=[N+]([O-])c1ccc(S(=O)(=O)[O-])cc1.[Na+],303.15,0.0009383,cyclohexanone,O=C1CCCCC1,10.1021/acs.jced.5b00783
Cc1ccc[n+](CCCC[n+]2cccc(C)c2)c1.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,303.15,0.000746,cyclohexanone,O=C1CCCCC1,10.1021/je9010954
Cc1ccc[n+](C[n+]2cccc(C)c2)c1.F[P-](F)(F)(F)(F)F.F[P-](F)(F)(F)(F)F,303.15,0.00016,cyclohexanone,O=C1CCCCC1,10.1021/je900627q
